job_title,uri,essential_skills,optional_skills
personal trainer,http://data.europa.eu/esco/occupation/f7177f79-63e7-4944-8896-044056b62523,"['identify customer objectives', 'integrate principles of training', 'ensure safety of exercise environment', 'collect client fitness information', 'inform clients of healthy lifestyle benefits', 'prescribe exercises', 'prepare exercise session', 'integrate exercise science to the design of the programme', 'adapt fitness exercises', 'show professional responsibility', 'promote healthy lifestyle', 'motivate fitness clients', 'demonstrate professional attitude to clients', 'analyse personal fitness information']","[""children's physical development"", ""older adults' needs"", 'communicate with youth', ""evaluate older adults' ability to take care of themselves""]"
personal trust officer,http://data.europa.eu/esco/occupation/7284ccbf-e2fd-4e2f-8bbf-bc54eab610d5,"['investment analysis', ""identify clients' needs"", 'obtain financial information', 'tax legislation', 'securities', 'property law', 'actuarial science', 'maintain trusts', 'examine trusts', 'review investment portfolios', 'monitor title procedures', 'communicate with beneficiaries']","['conduct financial audits', 'maintain relationship with customers', 'research taxation procedures', 'analyse financial risk', 'apply technical communication skills', 'register deeds', 'handle financial disputes', 'financial products', 'handle financial transactions', 'prepare financial statements', 'prepare tax returns forms', 'collect property financial information', 'provide support in financial calculation', 'protect client interests', 'accounting techniques', 'promote financial products', 'advise on financial matters', 'develop investment portfolio']"
pest management worker,http://data.europa.eu/esco/occupation/21cba86a-68c5-456c-aec2-cc04840b3c0e,"['communicate with customers', 'report on pest inspections', 'chemical products', 'safe use of pesticides', 'pesticides', 'perform mathematical calculations in pest management', 'European pesticide legislation', 'preventative measures against pests', 'identify infestation source', 'herbicides', 'personal protective equipment', 'follow control of substances hazardous to health procedures', 'pest biology', 'use personal protection equipment', 'pest management techniques', 'national pesticide legislation', 'spray pesticides', 'decide on infestation treatment type']","['maintain inventory of pesticides', 'advise on pest infestation prevention', 'phytosanitary measures', 'drive vehicles', 'environmental engineering', 'protect plants during pest control', 'maintain professional administration', 'manage a small-to-medium business', 'provide technical documentation', 'wood preservation', 'maintain customer service', 'cleaning industry health and safety measures']"
pesticide mixer,http://data.europa.eu/esco/occupation/165f32b8-756a-4ef3-87f1-83fbbdc60db7,"['monitor valves', 'quality criteria for storage facilities', 'feed fertilizer mixer', 'monitor environmental parameters', 'environmental policy', 'tend insecticide mixer']","['pests and diseases', 'monitor powdered ingredients', 'clean mixer', 'dispose of non-hazardous waste', 'hazardous waste storage', 'prepare chemical samples', 'write batch record documentation']"
pesticides sprayer,http://data.europa.eu/esco/occupation/509f9452-ed18-4fbf-8a4c-d45de85aa2f7,"['chemical products', 'safe use of pesticides', 'European pesticide legislation', 'perform safety inspections on spraying equipment', 'herbicides', 'perform pest control', 'use personal protection equipment', 'pesticides sprayers', 'handle chemical products for soil and plants', 'avoid contamination', 'spray pesticides', 'pesticides', 'dispose of hazardous waste', 'complete report sheets of activity']","['plant disease control', 'phytosanitary measures', 'wood preservation', 'manage a small-to-medium business', 'select hazard control', 'lawn care', 'pest control in plants', 'drive vehicles', 'environmental engineering', 'maintain inventory of pesticides', 'maintain professional administration']"
pet and pet food shop manager,http://data.europa.eu/esco/occupation/5f770d3d-5c42-4c22-bc06-23bebd182a37,"['recruit employees', 'negotiate sales contracts', 'order supplies', 'set sales goals', 'measure customer feedback', 'maintain relationship with customers', 'apply health and safety standards', 'oversee promotional sales prices', 'ensure correct goods labelling', 'manage theft prevention', 'negotiate buying conditions', 'promote animal welfare', 'manage budgets', 'sales activities', 'maintain relationship with suppliers', 'set up pricing strategies', 'use different communication channels', 'manage staff', 'pet product industry', 'study sales levels of products', 'ensure customer focus', 'maximise sales revenues', 'register pets', 'obtain relevant licenses', 'ensure compliance with purchasing and contracting regulations', 'supervise merchandise displays', 'employment law', 'apply procurement', 'adhere to organisational guidelines', 'monitor customer service']","['advise customers on usage of care products for pets', 'advise customers on appropriate pet care']"
pet and pet food specialised seller,http://data.europa.eu/esco/occupation/399afb40-d58b-4f4a-aa52-a0378fccaf65,"['e-commerce systems', 'carry out active selling', 'ensure compliance with legal requirements', 'register pets', 'provide advice on pet training', 'sell pet accessories', 'characteristics of products', 'product comprehension', 'carry out order intake', 'use different communication channels', 'recommend pet food selection', 'guarantee customer satisfaction', 'apply numeracy skills', 'plan aftersales arrangements', ""identify customer's needs"", 'prevent shoplifting', 'organise storage facilities', 'characteristics of services', 'process refunds', 'advise customers on appropriate pet care', 'explain use of equipment for pets', 'carry out products preparation', 'advise customers on usage of care products for pets', 'examine merchandise', 'care for living pets in the store', 'provide customer guidance on product selection', 'sales argumentation', 'monitor stock level', 'maintain store cleanliness', 'animal nutrition', 'issue sales invoices', 'operate cash register', 'organise product display', 'stock shelves', ""demonstrate products' features"", 'provide customer follow-up services']","['pet diseases', 'animal welfare legislation']"
pet sitter,http://data.europa.eu/esco/occupation/84cdc2ef-ee7c-42b1-be19-5e1c6b537f8f,"['provide nutrition to animals', 'environmental enrichment for animals', 'provide first aid to animals', 'assist in transportation of animals', 'manage animal welfare', 'handle veterinary emergencies', 'control animal movement', 'implement exercise activities for animals', 'animal welfare legislation', 'biosecurity related to animals', 'provide an enriching environment for animals', 'monitor the welfare of animals', 'signs of animal illness', 'manage animal hygiene', 'animal welfare', 'animal behaviour', 'manage animal biosecurity', 'safe work practices in a veterinary setting']","['cope with challenging circumstances in the veterinary sector', 'calculate rates per hours', 'follow work schedule', 'follow client animal handling programme', ""understand the animal's situation"", ""provide pet sitting services in owners' homes"", 'provide dog walking services', 'maintain animal accommodation', 'keep task records', 'use different communication channels', 'physiology of animals', 'communicate with customers', ""make decisions regarding the animal's welfare"", 'anatomy of animals', 'understand the needs of animals', 'handle petty cash', ""assess animal's condition"", 'animal species', 'manage a small-to-medium business', 'groom animals', 'deal with challenging people', 'budget for financial needs']"
petroleum engineer,http://data.europa.eu/esco/occupation/7569f423-2c37-49aa-947e-41acb66ec909,"['mathematics', 'prepare extraction proposals', 'well testing operations', 'interpret extraction data', 'use reservoir surveillance', 'liaise with well test engineers', 'provide petroleum engineering support', 'address problems critically', 'compile reservoir performance plans', 'determine flow rate enhancement', 'manage well interaction', 'troubleshoot', 'monitor extraction logging operations', 'supervise staff', 'manage fluid production in gas', 'use a computer', 'liaise with mine professionals', 'report well results', 'geology', 'prepare technical reports', 'select well equipment', 'design well flow systems', 'chemistry', 'manage production fluid in oil production', 'prepare well formation evaluation programmes']","['supervise well operations', 'design the completion for a well in petroleum production']"
petroleum pump system operator,http://data.europa.eu/esco/occupation/026a5233-cad9-4b1d-8852-22c2685ab34e,"['operate hydraulic pumps', 'operate oil pumping systems', 'coordinate remote communications', 'electronics', 'mechanical tools', 'manage emergency procedures', 'control pumping operations in petroleum production', 'verify oil circulation', 'synchronise pumphouse activities', 'inspect pipelines', 'use a computer', 'chemistry', 'set equipment controls', 'collect oil samples', 'troubleshoot']","['mathematics', 'adjust tightness of pump components', 'write production reports', 'mechanics', 'maintain mechanical equipment', 'keep task records']"
pharmaceutical engineer,http://data.europa.eu/esco/occupation/e2a495fb-68a3-46f9-8753-6ce566a7a085,"['perform scientific research', 'engineering principles', 'adjust engineering designs', 'pharmaceutical industry', 'ensure compliance with environmental legislation', 'human physiology', 'forecast organisational risks', 'think analytically', 'ensure compliance with safety legislation', 'pharmaceutical manufacturing quality systems', 'biological chemistry', 'chemistry', 'monitor plant production', 'write technical reports', 'use a computer', 'work with chemicals', 'write batch record documentation', 'apply health and safety standards', 'approve engineering design', 'test production input materials', 'use technical drawing software', 'engineering processes', 'drug administration regulations', 'analytical chemistry', 'good manufacturing practices', 'examine engineering principles', 'assess environmental impact', 'pharmaceutical drug development']","['packaging engineering', 'develop pharmaceutical drugs', 'electrical instrumentation engineering', 'types of packaging materials', 'contribute to registration of pharmaceutical products', 'chemical preservation', 'supply chain management', 'laboratory techniques', 'provide technical expertise', 'pharmacology', 'toxicology', 'conduct public presentations', 'evaluate pharmaceutical manufacturing process', 'test chemical samples', 'intellectual property law', 'mechanical engineering', 'use chemical analysis equipment', 'pharmaceutical legislation', 'design pharmaceutical manufacturing systems', 'perform chemical experiments', 'apply validation engineering', 'pharmacovigilance legislation', 'manage chemical testing procedures', 'manage pharmaceutical production facilities construction', 'software architecture models', 'quality assurance methodologies', 'pharmaceutical chemistry', 'industrial software']"
pharmaceutical goods distribution manager,http://data.europa.eu/esco/occupation/24af7ff6-bd84-43a6-8cba-e60776f956f5,"['communicate with shipment forwarders', 'carry out inventory control accuracy', 'track shipments', 'develop financial statistics reports', 'forecast distribution activities', 'manage staff', 'track shipping sites', 'perform risk analysis', 'implement strategic planning', 'perform multiple tasks at the same time', 'manage freight payment methods', 'adhere to organisational guidelines', 'carry out statistical forecasts', 'plan transport operations', 'supply chain management', 'freight transport methods', 'perform financial risk management in international trade', 'ensure regulatory compliance concerning distribution activities', 'ensure customs compliance', 'pharmaceutical products', 'hazardous freight regulations', 'handle carriers', 'minimise shipping cost', 'have computer literacy', 'manage financial risk', 'create solutions to problems']",[]
pharmaceutical quality specialist,http://data.europa.eu/esco/occupation/0f845e64-de8b-431e-9fe3-1bccf8e1c5b9,"['perform product testing', 'monitor manufacturing quality standards', 'pharmaceutical industry', 'work safely with chemicals', 'controlled substances permits', 'pharmaceutical legislation', 'biotechnology', 'pharmaceutical products', 'pharmaceutical technology', 'pharmaceutical chemistry', 'laboratory techniques', 'analytical chemistry', 'work analytically']","['perform chemical experiments', 'basic chemicals', 'pharmacology', 'chemical products', 'record test data', 'record data from biomedical tests', 'chemical processes', 'transfer chemicals']"
pharmacist,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,"['manufacture medicines', ""advise on healthcare users' informed consent"", 'applied therapeutics related to medicines', 'apply organisational techniques', 'pharmaceutical technology', 'work in a multicultural environment in health care', 'microbiology-bacteriology', 'contribute to public health campaigns', 'pharmacy law', 'process medical insurance claims', 'maintain pharmacy records', 'follow control of substances hazardous to health procedures', 'comply with quality standards related to healthcare practice', 'dispense medicines', 'accept own accountability', 'pharmacognosy', 'medicines', 'analytical chemistry', 'respond to changing situations in health care', 'maintain adequate medication storage conditions', 'contribute to continuity of health care', 'listen actively', 'communicate effectively in healthcare', 'provide health education', ""obtain healthcare user's medical status information"", ""manage healthcare users' data"", 'pharmacotherapy', 'pharmacokinetics', 'communicate with customers', 'prepare medication from prescription', 'provide pharmaceutical advice', 'use e-health and mobile health technologies', 'empathise with the healthcare user', 'physics', 'interact with healthcare users', 'botany', 'inorganic chemistry', 'test medicinal products', 'prepare doses of medication according to patient needs', 'provide medicines information', 'toxicology', 'follow clinical guidelines', 'manage medical supply chains', 'comply with legislation related to health care', 'biological chemistry', 'work in multidisciplinary health teams', 'educate on the prevention of illness', 'apply health sciences', 'develop a collaborative therapeutic relationship', 'ensure customer focus', 'hygiene in a health care setting', 'provide treatment strategies for challenges to human health', 'inform policy makers on health-related challenges', 'check information on prescriptions', 'sales strategies', 'manage the logistics of medicinal products', 'pharmaceutical chemistry', 'manage medication safety issues', 'supervise pharmaceutical staff', 'perform therapeutic drug monitoring', 'counsel healthcare users on medicines', 'manage patient medicines', 'human anatomy', 'ensure safety of healthcare users', 'participate in medical inventory control', 'promote inclusion', 'pharmacology', 'refer healthcare users', 'ensure the appropriate supply in pharmacy', 'adhere to organisational guidelines', 'deal with emergency care situations', 'organic chemistry', 'evaluate scientific data concerning medicines', 'ensure pharmacovigilance', 'apply context specific clinical competences']","['maintain medical devices', 'operate cash point', 'medical statistics', 'phytotherapy', 'operate cash register', 'medical devices', 'recruit employees', 'employ foreign languages for health-related research', 'homeopathy', 'nutrition', 'conduct health related research', 'pedagogy', 'radiopharmaceuticals', 'accounting techniques', 'employ foreign languages in care']"
pharmacologist,http://data.europa.eu/esco/occupation/10291962-c0c7-4e5b-a7ed-0762b4d9b010,"['pharmacology', 'perform laboratory tests', 'pharmacovigilance legislation', 'perform scientific research', 'pharmaceutical legislation', 'pharmaceutical drug development', 'biological chemistry', 'medicines', 'work safely with chemicals', 'record test data', 'wear appropriate protective gear', 'pharmaceutical chemistry', 'apply safety procedures in laboratory', 'laboratory techniques', 'mix chemicals', 'pharmaceutical technology', 'run laboratory simulations', 'communicable diseases', 'microbiology-bacteriology', 'toxicology', 'maintain laboratory equipment']","['develop pharmaceutical drugs', 'contribute to registration of pharmaceutical products', 'develop scientific research protocols', 'provide specialist pharmaceutical advice', 'general medicine', 'write scientific papers', 'chemical preservation', 'biology', 'nuclear medicine', 'develop scientific theories', 'analyse cell cultures', 'lead clinical pharmacology studies', 'analyse blood samples', 'develop vaccines', 'pharmaceutical manufacturing quality systems', 'assess environmental impact', 'conduct experiments on animals', 'professional documentation in health care', 'control production', 'write research proposals', 'assist in clinical trials', 'phytotherapy', 'recommend product improvements', 'pharmaceutical industry', 'manufacture medicines', 'archive scientific documentation']"
pharmacy assistant,http://data.europa.eu/esco/occupation/c1a86d6d-7785-43e1-994b-958eba58fff7,"['process medical insurance claims', ""advise on healthcare users' informed consent"", 'empathise with the healthcare user', 'accept own accountability', 'comply with legislation related to health care', 'operate cash point', 'maintain adequate medication storage conditions', 'medicines', 'communicate by telephone', 'ensure the appropriate supply in pharmacy', 'hygiene in a health care setting', 'communicate with customers', 'interact with healthcare users', 'work in a multicultural environment in health care', 'check information on prescriptions', 'maintain pharmaceutical records', 'communicate effectively in healthcare', 'adhere to organisational guidelines', 'prepare prescription labels', 'handle petty cash', ""obtain healthcare user's medical status information"", 'use e-health and mobile health technologies', 'promote inclusion', 'manage the logistics of medicinal products', 'provide health education', 'follow clinical guidelines', 'ensure quality assurance for pharmaceutical products', 'ensure safety of healthcare users', 'check for medication expiry terms', 'listen actively', 'deal with emergency care situations', 'comply with quality standards related to healthcare practice', 'contribute to continuity of health care', 'respond to changing situations in health care', 'medicines for self-medication', ""manage healthcare users' data"", 'apply organisational techniques', 'follow control of substances hazardous to health procedures', 'work in multidisciplinary health teams', 'transfer medication', 'take pharmaceutical inventory', 'inform policy makers on health-related challenges']","['communicate in foreign languages with health service providers', 'pharmacokinetics', 'develop a collaborative therapeutic relationship', 'operate cash register', 'apply context specific clinical competences', 'provide pharmaceutical advice', 'apply health sciences', 'pharmaceutical chemistry', 'phytotherapy', 'homeopathy', 'educate on the prevention of illness']"
pharmacy lecturer,http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b,"['compile course material', 'pharmaceutical processes', 'prepare lesson content', 'pharmacology', 'develop course outline', 'give constructive feedback', 'assess students', 'pharmacy law', 'perform classroom management', 'monitor developments in field of expertise', 'apply intercultural teaching strategies', 'medicines', ""guarantee students' safety"", 'curriculum objectives', 'teach pharmacy principles', 'assist students with equipment', 'liaise with educational support staff', 'liaise with educational staff', 'write work-related reports', 'apply teaching strategies', 'demonstrate when teaching']","['pharmaceutical industry', 'physics', 'participate in scientific colloquia', 'homeopathy', 'funding methods', 'supervise doctoral students', 'pharmacokinetics', 'analytical chemistry', 'pharmaceutical technology', 'monitor educational developments', 'conduct qualitative research', 'provide technical expertise', 'provide career counselling', 'assist in the organisation of school events', 'facilitate teamwork between students', 'learning difficulties', 'scientific research methodology', 'manage resources for educational purposes', 'keep records of attendance', 'publish academic research', 'serve on academic committee', 'supervise educational staff', 'establish collaborative relations', 'discuss research proposals', 'develop curriculum', 'assist students in their learning', 'conduct scholarly research', 'pharmaceutical chemistry', 'perform toxicological studies', 'present reports', 'phytotherapy', 'assessment processes', 'assist students with their dissertation', 'work with virtual learning environments', 'university procedures', 'pharmacognosy', 'toxicology', 'provide lesson materials', 'conduct quantitative research']"
pharmacy technician,http://data.europa.eu/esco/occupation/7b74626d-b487-48a1-9e80-47faf9928210,"['contribute to continuity of health care', 'check information on prescriptions', 'operate cash register', 'empathise with the healthcare user', 'ensure quality assurance for pharmaceutical products', 'follow control of substances hazardous to health procedures', 'deal with emergency care situations', 'listen actively', 'follow clinical guidelines', 'process medical insurance claims', 'work in multidisciplinary health teams', 'take pharmaceutical inventory', 'apply organisational techniques', 'comply with legislation related to health care', 'interact with healthcare users', ""obtain healthcare user's medical status information"", 'refer healthcare users', ""manage healthcare users' data"", 'accept own accountability', 'work in a multicultural environment in health care', 'comply with quality standards related to healthcare practice', 'communicate with customers', 'ensure safety of healthcare users', 'maintain pharmaceutical records', 'maintain adequate medication storage conditions', 'medicines for self-medication', 'transfer medication', 'adhere to organisational guidelines', 'communicate by telephone', 'report medication interaction to pharmacist', 'respond to changing situations in health care', 'ensure the appropriate supply in pharmacy', 'use e-health and mobile health technologies', 'prepare prescription labels', 'manage the logistics of medicinal products', 'promote inclusion', 'communicate effectively in healthcare', 'provide health education']","['develop a collaborative therapeutic relationship', 'prepare doses of medication according to patient needs', 'communicate in foreign languages with health service providers', 'prioritise tasks', 'inform policy makers on health-related challenges', 'educate on the prevention of illness', ""advise on healthcare users' informed consent"", 'prepare intravenous packs', 'provide pharmaceutical advice', 'provide medication information', 'employ foreign languages for health-related research', 'apply context specific clinical competences', 'apply health sciences', 'prepare medication from prescription']"
philosopher,http://data.europa.eu/esco/occupation/bfc92738-128b-44f5-92d4-51b10df17961,"['philosophical schools of thought', 'logic', 'scientific research methodology', 'morality', 'ethics', 'philosophy', 'rhetoric', 'present arguments persuasively', 'use logical reasoning', 'history of philosophy', 'perform scientific research', 'apply scientific methods']","['write scientific papers', 'cultural history', 'religious studies', 'metaphysics', 'theology', 'journalism', 'politics', 'perform lectures', 'sociology', 'develop scientific theories', 'history', 'political ideologies', 'source criticism', 'political science', 'teach philosophy', 'write research proposals']"
philosophy lecturer,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,"[""guarantee students' safety"", 'philosophical schools of thought', 'prepare lesson content', 'write work-related reports', 'history of philosophy', 'give constructive feedback', 'curriculum objectives', 'develop course outline', 'liaise with educational staff', 'apply intercultural teaching strategies', 'philosophy', 'metaphysics', 'perform classroom management', 'demonstrate when teaching', 'assess students', 'monitor developments in field of expertise', 'compile course material', 'teach philosophy', 'liaise with educational support staff', 'apply teaching strategies']","['learning difficulties', 'discuss research proposals', 'establish collaborative relations', 'scientific research methodology', 'morality', 'monitor educational developments', 'conduct scholarly research', 'logic', 'participate in scientific colloquia', 'provide lesson materials', 'conduct quantitative research', 'assist in the organisation of school events', 'provide career counselling', 'conduct qualitative research', 'publish academic research', 'keep records of attendance', 'assist students in their learning', 'theology', 'funding methods', 'assessment processes', 'develop curriculum', 'ethics', 'facilitate teamwork between students', 'sociology', 'manage resources for educational purposes', 'assist students with equipment', 'politics', 'provide technical expertise', 'present reports', 'political ideologies', 'serve on academic committee', 'university procedures', 'supervise educational staff', 'cultural history', 'work with virtual learning environments', 'supervise doctoral students', 'assist students with their dissertation']"
philosophy teacher secondary school,http://data.europa.eu/esco/occupation/e8b93ce7-e39b-4261-a25a-9b84764eb724,"['metaphysics', 'curriculum objectives', 'post-secondary school procedures', 'perform classroom management', 'history of philosophy', 'give constructive feedback', 'assign homework', ""observe student's progress"", 'demonstrate when teaching', 'philosophical schools of thought', ""adapt teaching to student's capabilities"", 'philosophy', 'teach philosophy', ""maintain students' discipline"", 'learning difficulties', 'liaise with educational staff', 'liaise with educational support staff', 'prepare lesson content', 'compile course material', 'assist students in their learning', 'secondary school procedures', 'apply intercultural teaching strategies', 'assess students', 'monitor developments in field of expertise', 'develop course outline', 'apply teaching strategies', ""monitor student's behaviour"", 'manage student relationships', ""guarantee students' safety""]","['prepare youths for adulthood', 'monitor educational developments', 'adolescent socialisation behaviour', 'identify cross-curricular links with other subject areas', 'disability types', 'recognise indicators of gifted student', 'ethics', 'morality', 'logic', 'political ideologies', 'work with virtual learning environments', 'facilitate teamwork between students', ""consult student's support system"", 'cultural history', 'theology', 'perform playground surveillance', 'identify learning disorders', 'oversee extra-curricular activities', 'assist in the organisation of school events', 'arrange parent teacher conference', 'escort students on a field trip', 'sociology', 'manage resources for educational purposes', 'keep records of attendance', 'provide lesson materials', 'politics']"
phlebotomist,http://data.europa.eu/esco/occupation/5ee264b2-9bc5-40f6-9db3-c87143af6b2d,"['human physiology', 'transport blood samples', 'empathise with the healthcare user', 'hygiene in a health care setting', 'work in multidisciplinary health teams', 'manage infection control in the facility', 'label medical laboratory samples', 'perform venepuncture procedures', 'human anatomy', 'blood donation', ""respond to healthcare users' extreme emotions"", 'interact with healthcare users', 'maintain professional records', 'medical informatics', 'techniques of blood-sampling', 'ensure safety of healthcare users', 'communicate effectively in healthcare', 'sterilization techniques', 'infection control', 'comply with legislation related to health care', ""monitor patient's vital signs"", 'label blood samples', 'use venepuncture procedure equipment', 'collect biological samples from patients']","['blood transfusion', 'paediatric phlebotomy procedures', 'employ foreign languages in care', 'blood product storage conditions', 'handle patients with special needs', 'blood type classification', 'medical terminology', 'blood collection on babies']"
photographer,http://data.europa.eu/esco/occupation/66542dd6-05a6-4d9e-97ff-3f4858c31ff9,"['select photos', 'license photo usage', 'develop an artistic framework', 'test photographic equipment', 'set up photographic equipment', 'determine image composition', 'operate a camera', 'create digital images', 'create artificial light', 'select photographic equipment', 'develop visual elements', 'set up cameras', 'select auxiliary equipment for photographic work', 'prepare personal work environment', 'maintain photographic equipment']","['attend events', 'communicate with youth', 'scan photos', 'prepare digital art for master photograph', 'develop artistic project budgets', 'swim', 'mount photos', 'advise customers on photography', 'landscape architecture', 'home decoration techniques', 'use photographic equipment', 'digital marketing techniques', 'conduct extensive international travel', 'sporting events', 'develop educational activities', 'direct photographic workers', 'edit photographs', 'load film', 'create infrared imagery', 'handle art', 'measure light levels', 'wildlife', 'develop film', 'social media marketing techniques', 'advertising techniques', 'collaborate with a technical staff in artistic productions', 'set up photographic exhibitions', 'art collections', 'brand marketing techniques', 'architectural design', 'select camera apertures', 'organise product display', 'care for food aesthetic', 'edit negatives', 'research new photographic procedures']"
photographic developer,http://data.europa.eu/esco/occupation/7180a7be-68cd-4636-8c12-706722ad8862,"['remove photographic film from camera', 'store negatives', 'apply safety procedures in laboratory', 'remove film negatives from processing machine', 'handle chemicals', 'develop film', 'photographic processing techniques', 'mount photographic film in processing machine', 'enlarge negatives', 'quality standards', ""identify customer's needs"", 'monitor film development baths', 'cut photographic film', 'post-processing of photographs']","['manage offset printing process', 'prepare offset printing machine', 'test chemicals in development baths', 'repair photographic film', 'monitor automated machines', 'scan negatives', 'clean negatives', 'test film processing machines', 'mix chemicals', 'edit negatives', 'supply machine', 'manage stocked company material', 'soak film in water', 'rinse photographic film', 'edit photographs', 'dry photographic film', 'calibrate laboratory equipment', 'chemistry']"
photographic equipment assembler,http://data.europa.eu/esco/occupation/a7c1431b-a27c-4ab5-ace2-3f8753b481da,"['verify lenses compliance', 'optical glass characteristics', 'operate optical assembly equipment', 'glass coatings', 'read assembly drawings', 'apply optical coating', 'grind glass', 'inspect quality of products', 'report defective manufacturing materials', 'optical equipment standards', 'operate precision measuring equipment', 'meet deadlines', 'cameras', 'digital camera sensors', 'quality standards', 'centre lenses', 'ensure conformity to specifications', 'remove defective products', 'cut glass', 'operate optical equipment', 'select camera apertures', 'electronics', 'assemble cameras', 'manipulate glass', 'clean optical components', 'wear cleanroom suit', 'join lenses', 'use precision tools', 'optical manufacturing process', 'smooth glass surface', 'photographic lenses']","['monitor machine operations', 'optoelectronics', 'communicate with customers', 'glass tempering', 'wear appropriate protective gear', 'optics', 'maintain optical equipment', 'operate optical measuring equipment', 'replace defect components', 'order optical supplies', 'maintain photographic equipment', 'maintain electronic equipment', 'interpret technical information for electronic repair work', 'use CAM software', 'apply health and safety standards', 'resolve equipment malfunctions', 'test optical components', 'circuit diagrams', 'write records for repairs', 'optoelectronic devices', 'assemble electronic units', 'adjust manufacturing equipment', 'repair optical equipment', 'keep records of work progress', 'optical engineering', 'electrical engineering', 'process customer orders', 'refractive power']"
photography shop manager,http://data.europa.eu/esco/occupation/6e8917c8-d883-4475-954c-ec241215ca18,"['maintain relationship with suppliers', 'measure customer feedback', 'oversee promotional sales prices', 'set sales goals', 'adhere to organisational guidelines', 'ensure customer focus', 'supervise merchandise displays', 'advise customers on photography', 'manage staff', 'order supplies', 'commercial photography', 'study sales levels of products', 'maintain relationship with customers', 'obtain relevant licenses', 'apply procurement', 'recruit employees', 'sales activities', 'negotiate sales contracts', 'set up pricing strategies', 'employment law', 'photography', 'maximise sales revenues', 'monitor customer service', 'manage budgets', 'use different communication channels', 'ensure correct goods labelling', 'apply health and safety standards', 'manage theft prevention', 'negotiate buying conditions', 'ensure compliance with purchasing and contracting regulations']","['accounting techniques', 'process orders from online shop', 'store products', 'photographic processing techniques', 'photographic lenses', 'ensure store security', 'accounting', 'maintain photographic equipment', 'maintain store cleanliness', 'office administration', 'execute administration', 'handle financial overviews of the store', 'manage administrative systems', 'maintain professional administration']"
photography teacher,http://data.europa.eu/esco/occupation/46db7e2e-d44d-412a-9a80-02d43111aca8,"['photographic processing techniques', 'prepare lesson content', 'assess students', 'determine image composition', 'photographic lenses', 'develop a coaching style', ""observe student's progress"", 'encourage students to acknowledge their achievements', 'assist students in their learning', ""guarantee students' safety"", 'lighting techniques', 'apply teaching strategies', 'set up photographic equipment', 'give constructive feedback', 'demonstrate when teaching', 'consult students on learning content', 'perform classroom management', 'manage student relationships', 'maintain photographic equipment', 'select photographic equipment', 'select photos', ""adapt teaching to student's capabilities"", 'assist students with equipment']","['edit negatives', 'set up photographic exhibitions', 'use photographic equipment', 'commercial photography', 'facilitate teamwork between students', 'test photographic equipment', 'manage budgets', 'provide lesson materials', 'develop educational activities', 'assessment processes', 'keep personal administration', 'manage resources for educational purposes', 'develop curriculum', 'edit photographs', 'rinse photographic film', 'create digital images', 'develop film', 'curriculum objectives', 'measure light levels', 'create artificial light', 'select auxiliary equipment for photographic work']"
photojournalist,http://data.europa.eu/esco/occupation/480d2853-db07-43d4-847f-7ffdd8d368f5,"['write to a deadline', 'participate in editorial meetings', 'build contacts to maintain news flow', 'photography', 'editorial standards', 'set up photographic equipment', 'study topics', 'follow ethical code of conduct of journalists', 'evaluate writings in response to feedback', 'consult information sources', 'select photographic equipment', 'stay up to date with social media', 'interview people', 'interview techniques', 'apply grammar and spelling rules', 'adapt to type of media', 'meet deadlines', 'grammar', 'use specific writing techniques', 'develop professional network', 'writing techniques', 'follow the news', 'select camera apertures', 'copyright legislation', 'spelling']","['edit photographs', 'maintain an artistic portfolio', 'write captions', 'edit negatives', 'manage writing administration', 'check correctness of information', 'create online news content', 'press law', 'edit digital moving images', 'use photographic equipment', 'write headlines', 'perform video editing', 'follow directions of on-site director', 'perform image editing', 'edit recorded sound', 'maintain photographic equipment', 'manage personal finances', 'record multi-track sound', 'adapt to changing situations', 'test photographic equipment', 'promote yourself', 'develop film', 'direct photographic workers', 'audio editing software']"
